County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'Dixie','FL','1398','27','57','129','187','270','196','214','180','93','44','1','0 to 118','46','681','708','9','1398','0','0','57','740','6','621','8','572','823','0','3','1395','534','38','0','0','191','381','0','572','2','19','53','97','131','92','82','61','28','7','0','2 to 91','43','386','135','14','37','35','486','51','50','0','34','0','0','4','572','381','191','572','0','0','3677','0','4262','3677','572','4','08/14/2020','Rest of Florida'
'Lake','FL','20727','347','499','1644','2339','2331','2744','3238','3305','2270','782','1228','0 to 103','54','10966','8839','922','20572','155','0','649','18214','222','1679','122','5489','15091','0','147','20427','5386','69','34','0','2788','2557','110','5455','98','217','831','970','860','844','749','479','288','125','28','0 to 103','41','1747','681','1064','1963','822','2212','2421','498','13','311','5','1','79','5489','2577','2801','5455','34','0','61687','124','67386','61811','5489','79','08/14/2020','Rest of Florida'
'Levy','FL','2498','57','90','291','321','279','364','438','340','228','86','4','0 to 118','50','1418','1064','16','2493','5','0','187','1539','16','977','19','736','1760','0','2','2491','686','46','1','3','362','368','2','732','16','38','130','113','94','122','97','73','40','10','3','0 to 99','41','373','125','155','79','187','434','111','68','0','45','0','0','5','736','371','363','732','4','0','5737','1','6484','5738','736','5','08/14/2020','Rest of Florida'
'Sumter','FL','5182','34','81','205','295','323','456','697','1718','1110','175','88','0 to 119','68','2655','2379','148','5102','80','0','337','3922','164','1223','132','1436','3724','0','22','5080','1307','121','7','1','707','716','5','1428','6','45','113','117','161','199','200','331','211','50','3','1 to 99','58','771','242','74','341','69','974','385','307','1','187','0','0','44','1436','719','712','1428','8','0','17083','73','18609','17156','1436','44','08/14/2020','Rest of Florida'
'Seminole','FL','23746','368','662','2672','3447','3299','3661','3608','2951','1456','781','841','0 to 119','47','13300','10242','204','23685','61','0','1116','19503','246','3186','163','7370','16316','1','59','23628','7273','69','28','0','3928','3342','72','7342','128','248','1431','1462','1092','1099','810','516','299','282','3','0 to 108','38','2975','807','982','2578','1079','2600','3663','771','5','503','1','0','143','7370','3354','3941','7342','28','0','62788','36','70261','62824','7370','143','08/14/2020','Rest of Florida'
'Orange','FL','92905','1671','2415','10407','16149','14699','14509','13421','8995','4315','1715','4609','0 to 120','44','49880','42244','781','91531','1373','1','3849','82960','585','10165','549','32861','59583','3','458','91072','32297','152','407','5','16369','15645','435','32449','520','948','5966','7834','5887','4926','3553','1792','934','417','84','0 to 106','36','7737','4445','5694','14573','5903','7612','18934','1898','53','991','42','6','335','32861','15860','16557','32448','412','1','247467','986','281602','248453','32861','335','08/14/2020','Orlando Region'
'Citrus','FL','6081','64','168','489','646','604','775','1117','1167','775','253','23','0 to 222','57','3409','2513','159','6068','13','0','378','4018','119','1623','45','1708','4331','1','41','6027','1025','678','4','1','894','798','11','1703','16','58','225','211','190','256','326','213','136','63','14','0 to 100','51','1324','108','127','144','91','1401','211','125','0','156','0','0','38','1708','802','895','1703','5','0','17584','8','19310','17592','1708','38','08/14/2020','Rest of Florida'
'Hernando','FL','6131','108','152','610','829','759','885','1022','794','576','369','27','0 to 102','51','3639','2474','18','6103','28','0','598','4088','66','2374','60','2160','3968','0','3','6100','1835','311','12','2','1191','949','6','2146','29','74','291','339','288','323','304','227','154','108','23','0 to 101','46','1613','241','275','17','396','1714','36','406','2','283','2','1','56','2160','953','1201','2146','14','0','17666','14','19852','17680','2160','56','08/14/2020','Rest of Florida'
'Pinellas','FL','53522','576','1026','4599','7548','6588','7789','9612','8081','4888','2728','87','0 to 120','53','30373','23079','70','53123','399','0','4953','40773','411','17138','553','18466','35038','1','17','53106','18063','274','122','7','9850','8483','4','18337','248','627','2653','3642','2564','2663','2611','1631','1054','765','8','0 to 104','42','9567','3212','1572','3986','2032','11179','5126','2503','29','1810','22','2','541','18466','8550','9911','18337','129','0','159311','277','178198','159588','18466','541','08/14/2020','Tampa Bay Region'
'Suwannee','FL','4064','98','161','472','597','596','561','607','441','294','226','11','0 to 118','46','1966','2033','65','4047','17','0','124','2413','110','1636','38','2203','1859','0','2','4045','2019','167','14','3','783','1395','8','2186','42','103','319','355','380','341','284','179','118','81','1','0 to 102','42','1019','347','279','541','406','1130','650','241','2','111','0','0','46','2203','1401','794','2186','17','0','7094','0','9345','7094','2203','46','08/14/2020','Rest of Florida'
'Duval','FL','71077','1199','2163','8070','12800','10710','10808','11321','7913','3939','1993','161','0 to 119','45','38657','31456','964','70291','786','0','2658','60719','454','6992','291','24300','46576','12','189','70097','22346','1704','228','22','12649','11178','223','24050','350','1001','3881','5527','4004','3586','2920','1735','809','459','28','0 to 103','38','6052','7975','2494','7529','1959','12203','9888','1436','31','765','17','8','214','24300','11311','12764','24050','250','0','191925','552','216997','192477','24300','214','08/14/2020','Jacksonville Region'
'Lafayette','FL','1106','10','6','112','287','241','142','117','80','63','47','1','0 to 119','40','301','800','5','1106','0','0','16','962','0','260','2','777','326','0','3','1103','768','9','0','0','89','688','0','777','5','6','68','250','200','114','82','36','11','5','0','1 to 98','36','255','111','24','387','49','289','439','28','0','10','0','0','2','777','688','89','777','0','0','1028','0','1810','1028','777','2','08/14/2020','Rest of Florida'
'Gulf','FL','1476','33','79','130','202','181','252','288','192','90','29','0','0 to 94','49','704','769','3','1413','63','0','88','610','1','623','27','720','754','0','2','1411','706','4','10','0','268','442','0','710','12','34','68','120','107','129','147','70','23','10','0','0 to 94','46','432','246','14','18','35','629','46','104','3','44','2','0','4','720','449','271','710','10','0','4274','55','5054','4329','720','4','08/14/2020','Rest of Florida'
'Union','FL','1619','18','41','112','159','219','208','467','298','81','16','0','0 to 118','56','445','1169','5','1619','0','0','84','1137','4','487','5','459','1160','0','0','1619','369','90','0','0','115','344','0','459','7','13','51','88','111','66','82','31','8','2','0','0 to 91','40','309','128','16','6','15','428','16','35','0','25','0','0','5','459','344','115','459','0','0','7630','0','8108','7630','459','5','08/14/2020','Rest of Florida'
'Bradford','FL','2020','39','57','191','270','257','314','390','226','166','104','6','0 to 118','50','1128','874','18','2018','2','0','156','1381','34','634','2','554','1465','0','1','2017','441','113','0','0','210','344','0','554','9','18','63','80','91','101','104','43','32','13','0','0 to 107','46','316','169','23','46','16','473','65','47','0','30','0','0','4','554','344','210','554','0','0','4184','2','4762','4186','554','4','08/14/2020','Rest of Florida'
'Wakulla','FL','2149','30','80','218','304','332','366','377','267','129','45','1','0 to 102','48','1052','1091','6','2141','8','0','83','1283','13','837','41','753','1393','0','3','2138','698','49','5','1','254','493','0','747','7','26','107','152','143','129','117','46','19','7','0','1 to 91','40','475','165','53','54','45','612','90','81','0','34','1','0','5','753','495','258','747','6','0','7287','2','8077','7289','753','5','08/14/2020','Rest of Florida'
'Brevard','FL','25289','314','495','2086','2839','2921','3573','5231','4451','2426','804','149','0 to 119','55','14177','10988','124','25262','27','0','1468','21490','107','5275','168','6392','18879','0','18','25244','6253','118','18','3','3392','2952','27','6371','65','159','1099','1081','925','930','915','559','361','283','15','0 to 105','43','3333','782','560','1696','807','3606','1958','1013','6','520','3','1','168','6392','2962','3403','6371','21','0','79648','17','86113','79665','6392','168','08/14/2020','Rest of Florida'
'Polk','FL','32734','783','1334','3491','4969','4838','4809','4681','3986','2419','1049','375','0 to 119','46','18092','14294','348','32605','129','0','2357','24802','231','7361','266','15108','17561','1','64','32540','13521','1534','41','12','7896','6958','201','15055','308','767','2214','2800','2619','2275','1791','1203','707','379','45','0 to 103','40','7253','2670','1440','3692','3918','6246','4891','2014','13','1645','13','2','353','15108','6981','7926','15055','53','0','86424','77','101715','86501','15108','353','08/14/2020','Orlando Region'
'Osceola','FL','23171','328','919','2455','3739','3774','3889','3346','2366','1192','449','714','0 to 155','45','12563','10365','243','23061','110','0','2560','16558','390','4540','246','10146','12877','2','146','22914','10004','60','80','2','5204','4706','154','10064','138','465','1489','2015','1889','1758','1122','695','373','152','50','0 to 104','39','3203','553','3006','3302','4489','1759','3816','831','11','458','8','2','109','10146','4759','5230','10064','82','0','56125','29','66426','56154','10146','109','08/14/2020','Orlando Region'
'Highlands','FL','5325','99','148','362','646','547','651','823','864','746','419','20','0 to 119','57','3106','2183','36','5257','68','0','186','4105','47','1330','52','1548','3769','0','8','5249','1414','128','6','0','821','720','1','1542','28','61','174','255','207','231','240','159','132','61','0','0 to 98','47','907','240','208','187','429','858','255','336','2','171','1','0','40','1548','724','823','1542','6','0','15032','62','16653','15094','1548','40','08/14/2020','Rest of Florida'
'Lee','FL','41007','592','971','4179','5727','5600','6000','6384','5929','3761','1764','100','0 to 119','50','22871','17788','348','39841','1165','1','1756','33600','613','11150','269','17178','23796','2','31','39809','16128','754','288','8','8799','7891','192','16882','312','604','2655','3126','2750','2713','2184','1415','816','558','45','0 to 103','41','7056','1644','861','7321','3827','5393','7662','2062','22','1166','19','8','371','17178','8048','8932','16881','296','1','99359','928','117519','100287','17178','371','08/14/2020','Lee'
'Collier','FL','24631','626','1057','2839','3172','3358','3460','3482','3302','2434','865','36','0 to 105','48','13008','11342','281','24209','422','0','1661','17121','356','7399','235','10734','13705','3','189','24017','10174','417','127','16','5364','5109','118','10591','291','552','1793','1743','1796','1710','1314','770','509','254','2','0 to 104','40','5233','646','1118','3594','4277','2629','3685','1234','25','766','15','6','151','10734','5174','5406','10591','143','0','53500','290','64597','53790','10734','151','08/14/2020','Collier'
'Dade','FL','277831','3832','7078','28333','47505','45299','50295','43754','27324','15215','8251','945','0 to 225','46','143589','132217','2025','275926','1904','1','13116','230614','2785','33781','1192','142662','134668','95','406','275428','140029','1684','939','10','71675','69098','940','141713','2068','4765','18277','26570','23928','25781','20036','11137','6263','3476','361','0 to 108','43','51903','12265','14737','62808','59421','16875','65417','12831','70','6579','38','16','1999','142662','69559','72094','141712','949','1','582312','990','727821','583302','142662','1999','08/14/2020','South Florida'
'Monroe','FL','5829','109','164','501','860','860','1002','1101','763','354','112','3','0 to 101','49','2981','2808','40','5732','97','0','1579','2546','83','1963','155','1603','4159','0','67','5667','1547','28','23','5','744','821','10','1575','36','63','197','312','287','291','209','130','62','15','1','0 to 100','42','1057','110','71','337','572','624','379','242','5','100','4','0','13','1603','838','755','1575','28','0','12732','67','14414','12799','1603','13','08/14/2020','Rest of Florida'
'Santa Rosa','FL','11255','309','470','1339','1658','1669','1755','1744','1316','692','292','11','0 to 119','46','5733','5485','37','11160','95','0','636','7158','99','3350','206','4125','7108','0','22','11138','3999','90','36','0','1737','2344','8','4089','58','134','753','747','677','664','570','282','160','79','1','0 to 105','39','2454','518','223','894','168','2903','1018','164','1','214','2','1','45','4125','2356','1761','4089','36','0','25477','59','29698','25536','4125','45','08/14/2020','Rest of Florida'
'Walton','FL','3150','71','111','437','420','462','468','503','336','195','143','4','0 to 101','46','1633','1480','37','2978','172','0','202','2374','15','1441','160','1466','1683','0','1','2977','1318','27','118','3','642','701','2','1345','19','63','325','234','247','208','205','91','55','18','1','0 to 101','39','1048','84','58','155','270','930','145','190','17','71','3','0','18','1466','758','706','1345','121','0','8565','54','10121','8619','1466','18','08/14/2020','Rest of Florida'
'Jackson','FL','4881','62','117','447','886','864','844','716','445','298','200','2','0 to 105','45','1986','2829','66','4851','30','0','49','2887','19','1907','47','2007','2869','0','5','4846','1935','57','14','1','601','1383','8','1992','21','53','187','421','400','360','270','142','86','67','0','0 to 100','43','849','390','94','659','75','835','1082','153','2','104','0','0','47','2007','1392','607','1992','15','0','10335','18','12372','10353','2007','47','08/14/2020','Rest of Florida'
'Washington','FL','1876','37','60','167','304','295','309','327','188','130','59','0','0 to 119','47','904','930','42','1863','13','0','48','1248','9','965','16','910','954','0','12','1851','810','90','9','1','305','575','20','900','12','28','91','198','170','156','129','68','46','12','0','0 to 99','42','482','214','26','178','22','512','366','53','2','43','1','0','14','910','579','311','900','10','0','5447','4','6382','5451','910','14','08/14/2020','Rest of Florida'
'Nassau','FL','4714','70','116','510','529','578','677','860','732','445','192','5','0 to 103','53','2602','2022','90','4536','178','0','241','3430','28','835','140','1296','3384','0','34','4503','1185','31','78','2','614','600','2','1216','18','38','258','176','194','204','202','124','58','24','0','0 to 95','43','812','123','64','217','64','898','254','169','6','76','1','0','11','1296','633','661','1216','80','0','14035','98','15447','14133','1296','11','08/14/2020','Rest of Florida'
'Glades','FL','605','9','26','64','127','147','89','69','37','30','6','1','0 to 90','39','221','383','1','605','0','0','59','342','3','410','1','419','186','0','0','605','417','2','0','0','116','303','0','419','6','11','45','102','121','68','49','10','5','2','0','0 to 89','38','303','79','22','15','178','218','23','46','0','30','0','0','3','419','303','116','419','0','0','746','0','1166','746','419','3','08/14/2020','Rest of Florida'
'Charlotte','FL','7310','85','94','471','676','745','1047','1381','1322','885','597','7','0 to 119','58','4169','3072','69','7288','22','0','790','5375','62','1931','45','2340','4954','1','15','7272','2108','226','5','1','1212','1105','17','2334','23','50','250','267','252','344','420','334','230','169','1','0 to 101','54','1783','136','146','269','182','1797','355','248','1','262','1','0','97','2340','1107','1215','2334','6','0','24703','16','27090','24719','2340','97','08/14/2020','Rest of Florida'
'Sarasota','FL','19219','222','421','1655','2197','2106','2546','3225','3333','2306','1142','66','0 to 119','56','10556','8381','282','18946','273','0','863','16903','190','2850','118','6604','12598','1','16','18931','6467','83','47','7','3385','2999','166','6550','72','232','1035','1107','967','959','839','632','438','298','25','0 to 104','43','2590','389','548','3023','618','2280','3652','414','18','383','12','2','174','6604','3030','3408','6550','54','0','69534','224','76410','69758','6604','174','08/14/2020','Rest of Florida'
'Desoto','FL','3633','99','227','390','543','562','612','599','342','180','75','4','0 to 102','44','1493','2023','117','3620','13','0','180','2282','48','1378','24','1398','2229','1','5','3614','1262','133','3','0','572','820','3','1395','43','121','201','268','262','213','164','83','31','12','0','0 to 97','36','859','142','90','304','671','385','339','204','1','104','1','0','19','1398','821','574','1395','3','0','8350','13','9768','8363','1398','19','08/14/2020','Rest of Florida'
'Flagler','FL','5056','77','107','374','527','612','729','935','903','548','237','7','0 to 119','56','2928','2077','51','5015','41','0','388','3825','37','948','64','1127','3924','0','5','5010','988','128','11','0','613','498','5','1116','18','49','155','157','148','181','178','143','74','23','1','0 to 94','47','631','176','219','90','178','822','116','154','5','92','3','1','14','1127','504','618','1116','11','0','14399','30','15574','14429','1127','14','08/14/2020','Rest of Florida'
'Hendry','FL','3833','137','228','559','687','627','549','483','275','164','117','7','0 to 104','39','1886','1935','12','3830','3','0','435','1775','32','1730','29','1852','1980','1','0','3829','1799','52','1','0','837','1010','4','1851','58','123','301','372','333','274','198','109','53','31','0','0 to 101','37','1468','209','73','101','1256','509','86','290','0','156','0','0','38','1852','1011','837','1851','1','0','6763','2','8636','6765','1852','38','08/14/2020','Rest of Florida'
'Indian River','FL','8350','127','244','783','906','910','1078','1271','1317','961','737','16','0 to 119','56','4956','3345','49','8278','72','0','427','5928','77','2536','107','2618','5677','1','54','8225','2585','18','13','2','1404','1172','27','2603','48','136','405','402','363','372','312','225','195','158','2','0 to 101','43','1139','303','310','851','513','1050','1040','364','7','210','3','0','62','2618','1181','1410','2603','15','0','25257','56','27944','25313','2618','62','08/14/2020','Rest of Florida'
'Broward','FL','158383','3837','6360','15921','25440','25177','26581','25854','16341','8369','4271','232','0 to 119','45','85205','71847','1331','156630','1753','0','10257','111814','2336','48356','1417','65369','92836','30','148','156455','60398','4444','494','33','33771','30892','179','64842','1391','3515','9488','12596','11303','10659','8706','4366','2156','1151','38','0 to 119','39','25227','17050','7256','15309','23196','26816','14830','7963','88','4277','68','26','914','65369','31234','33954','64842','527','0','386820','1309','454317','388129','65369','914','08/14/2020','South Florida'
'Escambia','FL','26356','555','794','2998','4078','3421','3548','4336','3468','1965','1092','101','0 to 119','48','14928','11295','133','22899','3457','0','1499','21290','183','4064','252','10122','16226','1','7','22891','9123','90','909','0','4629','4490','94','9213','125','367','1766','1989','1573','1335','1280','857','528','295','7','0 to 105','39','3445','2199','764','2805','323','5716','3174','1005','10','601','8','10','147','10122','4877','5151','9213','909','0','62157','2645','74976','64802','10122','147','08/14/2020','Rest of Florida'
'Okeechobee','FL','2643','63','146','408','368','345','331','384','233','205','148','12','0 to 119','44','1446','1177','20','2631','12','0','309','1477','2','986','18','1093','1548','0','2','2629','1026','63','4','0','531','555','3','1089','32','96','208','175','177','139','148','49','50','18','1','0 to 94','37','746','113','141','89','527','460','102','155','1','107','3','0','12','1093','556','534','1089','4','0','5674','8','6789','5682','1093','12','08/14/2020','Rest of Florida'
'Franklin','FL','1015','6','23','81','169','146','138','194','157','83','18','0','0 to 95','50','411','602','2','1009','6','0','27','535','0','446','20','449','562','0','4','1005','438','8','3','0','83','363','0','446','0','9','40','128','99','66','71','25','9','2','0','6 to 85','39','246','191','4','5','40','351','55','14','0','6','0','0','3','449','364','85','446','3','0','3589','3','4046','3592','449','3','08/14/2020','Rest of Florida'
'Alachua','FL','19107','285','394','2689','3663','2723','2643','2915','2104','1000','619','72','0 to 119','43','10930','8028','149','18803','304','0','1173','16662','61','2357','134','4483','14615','5','4','18794','4263','163','45','12','2417','1990','19','4426','73','191','1195','1004','567','527','456','286','118','59','7','0 to 103','32','1479','1354','532','1061','536','2652','1238','391','13','208','15','1','27','4483','2023','2440','4426','57','0','69165','257','73930','69422','4483','27','08/14/2020','Rest of Florida'
'St. Johns','FL','14192','190','465','1651','1603','2070','2350','2381','1945','1031','488','18','0 to 119','49','7666','6328','198','14128','64','0','941','10652','208','2913','314','3883','10251','10','48','14071','3518','320','41','4','1955','1842','41','3838','37','130','855','537','566','617','571','305','170','94','1','0 to 101','41','2537','304','240','757','290','2659','889','327','5','210','5','0','42','3883','1860','1978','3838','45','0','38587','18','42520','38605','3883','42','08/14/2020','Jacksonville Region'
'Unknown','FL','2106','14','26','209','304','297','310','274','180','225','257','10','0 to 119','51','1291','785','30','496','1610','0','5','1856','0','30','20','735','1369','0','2','495','220','1','508','6','102','107','12','221','13','20','129','152','127','116','97','43','23','8','7','0 to 94','36','53','30','33','105','69','37','115','0','5','0','3','1','0','735','353','358','221','514','0','4406','1092','6263','5498','735','0','08/14/2020','Rest of Florida'
'State','FL','1419166','24821','42551','146497','218664','207365','222423','225718','170720','98628','48645','13134','0 to 225','48','765023','641026','13117','1400985','18173','8','90864','1106351','0','297173','11112','563285','851786','377','3718','1396936','537858','19479','5735','213','283965','269256','4116','557337','9411','22317','84728','107902','93014','90403','73263','42368','24219','14113','1547','0 to 119','40','223785','84803','66510','182239','151798','198347','207192','56049','620','33155','413','135','9141','563285','272242','286763','557329','5948','8','3584565','12715','4167081','3597280','563285','9141','08/14/2020','State'
'Gilchrist','FL','1167','30','48','143','156','151','162','165','129','105','78','0','0 to 118','49','670','491','6','1167','0','0','63','760','2','464','14','399','765','0','3','1164','367','32','0','0','212','187','0','399','9','16','60','64','45','50','52','28','35','40','0','0 to 106','45','325','27','20','27','55','313','31','43','0','24','0','0','7','399','187','212','399','0','0','3417','0','3823','3417','399','7','08/15/2020','Rest of Florida'
'Putnam','FL','4721','110','247','554','691','630','695','740','511','342','181','20','0 to 118','46','2805','1866','50','4712','9','0','616','3506','133','1389','26','1602','3117','0','2','4710','996','605','1','0','827','755','19','1601','41','152','278','240','248','210','192','115','77','40','9','0 to 100','38','821','458','193','129','336','1086','179','307','1','179','0','0','31','1602','756','827','1601','1','0','11859','8','13482','11867','1602','31','08/15/2020','Rest of Florida'
'Taylor','FL','2126','44','63','215','436','405','336','292','201','95','35','4','0 to 118','42','826','1278','22','2117','9','0','60','1487','3','787','29','1092','1028','0','6','2111','1038','51','3','0','244','845','0','1089','2','17','111','289','267','198','118','56','24','10','0','4 to 92','39','522','488','61','18','119','912','58','78','0','28','0','0','5','1092','845','247','1089','3','0','4351','6','5478','4357','1092','5','08/15/2020','Rest of Florida'
'Okaloosa','FL','10630','237','329','1195','1732','1566','1425','1481','1100','855','663','47','0 to 119','46','6191','4324','115','10469','160','1','582','7364','137','1662','136','3696','6894','1','39','10430','3479','189','23','5','1976','1640','52','3668','38','132','630','743','592','505','448','296','174','131','7','0 to 103','39','1953','345','642','728','491','2308','869','330','4','190','2','0','50','3696','1651','1993','3667','28','1','26625','134','30499','26759','3696','50','08/15/2020','Rest of Florida'
'Calhoun','FL','1056','13','34','101','159','184','147','163','122','88','45','0','0 to 99','47','531','510','15','1056','0','0','33','543','4','439','12','497','558','0','1','1055','481','16','0','0','206','290','1','497','2','14','51','96','92','68','66','46','36','26','0','1 to 99','44','310','81','33','73','22','387','88','54','0','31','0','0','8','497','290','206','497','0','0','3689','0','4202','3689','497','8','08/15/2020','Rest of Florida'
'Palm Beach','FL','100747','1650','2922','9758','14145','13403','14661','15926','12965','8776','4876','1665','0 to 119','50','54474','45880','393','99757','988','2','8101','78524','465','25962','714','38902','61403','163','279','99320','37969','582','344','7','19851','18529','171','38551','638','1497','5691','7295','6387','6026','5014','2872','1895','1518','69','0 to 106','41','14315','6184','6701','11351','10596','15067','12888','4161','46','2984','31','16','989','38902','18715','20010','38549','351','2','253506','658','293666','254164','38902','989','08/15/2020','South Florida'
'St. Lucie','FL','16473','308','496','1518','2243','2263','2540','2655','2174','1394','823','59','0 to 119','50','9473','6733','267','16320','153','0','1328','11734','188','4296','153','6192','9999','5','277','16038','6048','121','23','0','3353','2743','73','6169','116','257','831','1045','1005','966','832','535','335','246','24','0 to 104','43','2056','1367','920','1826','1292','2521','2356','549','2','388','2','1','196','6192','2754','3365','6169','23','0','38903','132','45278','39035','6192','196','08/15/2020','Rest of Florida'
'Pasco','FL','21183','415','632','2150','2886','3031','3371','3406','2803','1678','746','65','0 to 119','49','11927','9140','116','21078','105','0','1584','15140','223','6299','265','7406','13655','2','120','20956','7222','144','39','1','3809','3508','49','7366','118','249','1113','1282','1180','1172','969','675','394','216','38','0 to 105','42','4905','527','1110','824','1656','4590','1120','951','9','637','4','1','149','7406','3529','3828','7366','40','0','63266','68','70791','63334','7406','149','08/15/2020','Rest of Florida'
'Gadsden','FL','4652','105','225','466','777','817','793','671','489','191','101','17','0 to 119','44','2813','1802','37','4630','21','1','347','3324','46','1286','29','2023','2621','1','7','4623','1964','51','8','0','1000','987','28','2015','49','122','265','352','393','352','242','137','66','30','15','0 to 105','40','538','740','290','447','353','1033','629','278','0','149','0','0','28','2023','988','1007','2014','8','1','11496','16','13578','11512','2023','28','08/15/2020','Rest of Florida'
'Leon','FL','18052','301','555','3243','3078','2572','2561','2610','1936','756','389','51','0 to 119','41','9421','8509','122','17732','319','1','1297','14339','201','3661','170','5363','12651','2','36','17696','5191','56','112','4','2773','2462','12','5247','81','218','1810','1047','692','608','517','232','88','51','19','0 to 105','29','1580','1681','578','1408','370','2772','2105','397','14','146','10','7','27','5363','2524','2827','5246','116','1','57731','226','63437','57957','5363','27','08/15/2020','Rest of Florida'
'Jefferson','FL','1077','24','27','87','135','159','168','210','167','78','21','1','0 to 101','51','471','603','3','1068','9','0','27','797','41','381','18','467','607','1','2','1065','409','52','6','0','114','347','0','461','5','8','45','84','77','87','93','46','14','8','0','0 to 95','46','184','246','21','10','23','404','34','41','2','26','0','0','5','467','352','115','461','6','0','2612','4','3098','2616','467','5','08/15/2020','Rest of Florida'
'Madison','FL','1852','93','118','217','236','249','270','249','232','121','61','6','0 to 99','45','1128','720','4','1821','31','0','94','1038','53','893','57','754','1096','1','1','1819','497','244','12','1','428','313','0','741','36','60','105','107','115','124','98','66','19','24','0','0 to 98','40','198','494','32','17','43','643','55','132','1','34','0','1','10','754','317','437','741','13','0','4446','18','5229','4464','754','10','08/15/2020','Rest of Florida'
'Liberty','FL','2403','11','18','222','696','573','424','296','109','38','8','8','0 to 105','38','309','2088','6','2403','0','0','12','1938','1','249','7','411','1992','0','0','2403','407','4','0','0','91','320','0','411','4','6','65','89','76','83','63','17','7','1','0','0 to 85','40','269','114','13','15','18','292','101','21','0','8','0','0','7','411','320','91','411','0','0','2751','0','3162','2751','411','7','08/15/2020','Rest of Florida'
'Hamilton','FL','2305','35','60','224','584','450','361','268','193','80','47','3','0 to 118','40','627','1661','17','2297','8','0','69','1912','9','621','14','634','1670','0','1','2296','533','96','4','1','238','391','0','629','24','43','97','135','102','99','75','39','14','6','0','0 to 90','37','278','300','43','8','92','382','155','82','1','23','0','0','4','634','394','240','629','5','0','4421','3','5060','4424','634','4','08/15/2020','Rest of Florida'
'Bay','FL','7839','99','122','942','1271','1199','1346','1268','827','453','238','74','0 to 119','47','4061','3677','101','7743','96','0','988','4932','28','3822','158','4787','3032','0','20','7723','4573','138','74','2','2300','2353','58','4711','57','90','748','912','798','832','667','400','193','67','23','0 to 99','41','2572','473','583','1083','339','2928','1444','542','14','238','5','5','64','4787','2399','2329','4711','76','0','23444','38','28327','23482','4787','64','08/15/2020','Rest of Florida'
'Columbia','FL','6102','134','191','493','909','965','930','1067','782','390','231','10','0 to 119','48','2677','3362','63','6078','24','0','724','2983','63','3054','26','3027','3071','0','4','6074','2758','258','9','2','888','2126','2','3016','57','101','288','564','587','526','449','274','131','49','1','0 to 102','43','1285','513','129','1089','136','1608','1272','63','1','152','2','0','26','3027','2134','891','3016','11','0','11059','13','14155','11072','3027','26','08/15/2020','Rest of Florida'
'Baker','FL','2046','48','48','226','397','396','336','306','157','94','36','2','0 to 99','42','833','1175','38','1987','59','0','161','1466','16','580','17','1070','940','0','36','1951','967','102','1','0','275','794','0','1069','5','17','109','254','257','182','154','53','30','9','0','1 to 97','40','443','140','44','442','14','539','516','66','0','38','0','0','4','1070','794','276','1069','1','0','5127','58','6280','5185','1070','4','08/15/2020','Rest of Florida'
'Holmes','FL','1373','26','46','141','203','211','224','211','193','85','32','1','0 to 119','48','686','673','14','1354','19','0','35','825','5','460','62','528','841','0','4','1350','448','70','7','3','196','321','1','518','11','18','73','107','104','86','58','45','18','8','0','0 to 96','39','365','81','37','35','25','417','76','33','0','16','0','0','4','528','325','202','518','10','0','3821','9','4365','3830','528','4','08/15/2020','Rest of Florida'
'Martin','FL','10257','208','350','981','1195','1277','1362','1667','1565','1125','504','23','0 to 100','53','5164','4701','392','10152','105','0','892','6941','82','3442','113','3913','6293','1','50','10102','3868','20','25','0','1891','1977','20','3888','106','218','620','658','633','600','430','267','221','157','3','0 to 100','40','1759','236','1052','841','1807','1460','621','602','4','347','3','1','104','3913','1992','1901','3888','25','0','22542','77','26569','22619','3913','104','08/15/2020','Rest of Florida'
