County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'St. Johns','FL','14498','196','486','1699','1639','2120','2411','2425','1971','1043','488','20','0 to 119','49','7822','6454','222','14424','74','0','998','10627','208','3151','344','4106','10329','10','53','14362','3729','322','51','4','2062','1932','57','4051','39','139','890','569','602','659','604','329','180','94','1','0 to 101','42','2715','328','244','764','308','2861','882','355','5','222','5','0','51','4106','1955','2086','4051','55','0','40149','18','44303','40167','4106','51','08/21/2020','Jacksonville Region'
'Unknown','FL','2206','15','30','233','312','316','327','291','184','231','253','14','0 to 119','50','1336','837','33','546','1660','0','5','1879','0','33','24','812','1392','0','2','545','240','2','564','6','110','120','12','242','14','25','143','158','144','127','110','46','26','8','11','0 to 94','37','63','32','38','109','78','46','118','1','6','1','4','2','0','812','387','398','242','570','0','5335','1088','7271','6423','812','0','08/21/2020','Rest of Florida'
'State','FL','1451956','25704','44648','150897','223807','212438','227539','230263','173457','100215','49603','13385','0 to 225','47','782260','656509','13187','1433481','18467','8','98416','1109846','0','325666','11761','593286','854727','379','3564','1429580','566026','20997','6044','219','299456','283314','4253','587023','10043','23998','88571','112709','97677','95131','77443','44973','25838','15074','1829','0 to 120','40','243452','90742','72949','179880','165306','216255','205462','60639','649','35997','428','136','10168','593286','286469','302397','587015','6263','8','3761415','12511','4373944','3773926','593286','10168','08/21/2020','State'
'Gilchrist','FL','1203','32','54','147','162','154','168','169','132','106','79','0','0 to 118','48','692','506','5','1203','0','0','69','760','2','494','15','434','767','0','2','1201','399','35','0','0','233','201','0','434','10','20','64','71','49','56','56','31','35','42','0','0 to 106','45','358','29','20','27','61','340','33','55','0','28','0','0','9','434','201','233','434','0','0','3542','0','3984','3542','434','9','08/22/2020','Rest of Florida'
'Putnam','FL','4833','114','259','574','707','650','705','757','520','344','181','22','0 to 118','46','2866','1919','48','4823','10','0','639','3504','133','1481','28','1709','3122','0','2','4821','1050','657','1','1','885','805','17','1707','43','161','296','258','268','221','206','126','79','40','11','0 to 100','38','878','489','206','134','358','1162','187','322','1','188','0','0','35','1709','806','886','1707','2','0','12496','8','14225','12504','1709','35','08/22/2020','Rest of Florida'
'Taylor','FL','2200','46','64','222','447','423','345','298','218','97','36','4','0 to 118','42','859','1319','22','2191','9','0','64','1501','3','874','29','1146','1044','0','10','2181','1089','54','3','0','268','875','0','1143','3','17','114','299','278','205','123','70','26','11','0','4 to 92','39','562','497','66','18','123','963','57','84','0','31','0','0','5','1146','875','271','1143','3','0','4443','6','5624','4449','1146','5','08/22/2020','Rest of Florida'
'Okaloosa','FL','10885','245','342','1229','1774','1602','1464','1519','1124','869','670','47','0 to 119','46','6335','4445','105','10724','160','1','593','7313','137','1827','140','3921','6915','1','48','10676','3689','204','23','5','2102','1745','46','3893','44','137','655','785','619','534','482','320','193','146','6','0 to 103','40','2152','365','681','695','530','2516','847','371','4','222','2','0','71','3921','1756','2119','3892','28','1','27375','132','31474','27507','3921','71','08/22/2020','Rest of Florida'
'Calhoun','FL','1105','16','37','108','171','190','154','166','128','89','46','0','0 to 99','46','551','539','15','1105','0','0','36','542','4','468','12','534','570','0','1','1104','517','17','0','0','221','312','1','534','4','14','55','105','98','73','69','51','38','27','0','1 to 99','44','336','86','39','73','23','425','86','56','0','32','0','0','8','534','312','221','534','0','0','3773','0','4317','3773','534','8','08/22/2020','Rest of Florida'
'Palm Beach','FL','102384','1691','3001','9976','14422','13642','14919','16179','13082','8870','4933','1669','0 to 119','50','55324','46636','424','101355','1027','2','8439','79267','465','27240','746','40387','61565','163','269','100928','39385','612','383','7','20597','19206','194','39997','665','1563','5897','7556','6595','6265','5236','2977','1981','1580','72','0 to 106','41','14878','6452','7153','11514','10954','15848','13195','4318','50','3107','33','16','1059','40387','19411','20765','39995','390','2','264414','644','306049','265058','40387','1059','08/22/2020','South Florida'
'St. Lucie','FL','16946','321','521','1574','2324','2336','2620','2715','2224','1412','830','69','0 to 119','50','9759','6917','270','16792','154','0','1407','11837','188','4599','175','6585','10083','5','273','16514','6427','134','24','0','3591','2889','81','6561','125','272','873','1114','1072','1032','882','576','352','253','34','0 to 104','43','2246','1477','986','1852','1416','2785','2360','593','2','419','2','1','214','6585','2902','3602','6561','24','0','40918','131','47682','41049','6585','214','08/22/2020','Rest of Florida'
'Pasco','FL','21582','427','653','2218','2952','3092','3443','3465','2841','1695','756','40','0 to 119','49','12164','9332','86','21469','113','0','1769','14910','223','7033','305','7693','13754','2','133','21334','7497','148','47','1','3976','3649','20','7645','120','258','1161','1331','1228','1227','1016','703','410','225','14','0 to 105','42','5381','579','1227','458','1865','5180','600','1015','10','695','4','1','157','7693','3673','4000','7645','48','0','66335','70','74152','66405','7693','157','08/22/2020','Rest of Florida'
'Gadsden','FL','4794','108','232','495','798','837','822','693','492','194','102','21','0 to 119','43','2884','1873','37','4772','21','1','362','3290','46','1388','29','2156','2630','1','7','4765','2097','51','8','0','1069','1051','28','2148','52','130','292','371','414','378','262','139','68','31','19','0 to 105','40','602','813','319','414','374','1168','606','310','0','161','0','0','29','2156','1052','1076','2147','8','1','11998','16','14215','12014','2156','29','08/22/2020','Rest of Florida'
'Leon','FL','18469','316','587','3329','3142','2630','2591','2671','1965','779','410','49','0 to 119','41','9634','8719','116','18138','330','1','1421','14463','201','3904','181','5808','12641','3','17','18120','5621','59','124','4','2999','2665','16','5680','95','243','1892','1121','747','647','580','271','117','78','17','0 to 105','29','1730','1860','666','1424','409','3070','2201','430','15','159','10','7','28','5808','2730','3062','5679','128','1','62462','212','68604','62674','5808','28','08/22/2020','Rest of Florida'
'Jefferson','FL','1098','23','31','88','140','161','171','213','169','80','21','1','0 to 101','51','485','611','2','1088','10','0','27','800','41','404','19','488','609','1','0','1087','428','52','8','0','128','352','0','480','5','10','48','89','79','90','95','49','15','8','0','0 to 95','46','188','261','23','8','23','421','36','42','2','27','0','0','5','488','358','130','480','8','0','2768','2','3273','2770','488','5','08/22/2020','Rest of Florida'
'Madison','FL','1915','94','126','222','242','261','289','256','234','124','61','6','0 to 99','45','1161','750','4','1883','32','0','98','1075','53','945','61','822','1090','1','2','1880','545','263','13','1','466','342','0','808','36','66','109','114','127','140','107','70','26','27','0','0 to 98','41','230','516','39','23','50','685','73','136','1','34','1','1','12','822','346','476','808','14','0','4541','18','5392','4559','822','12','08/22/2020','Rest of Florida'
'Liberty','FL','2411','11','18','226','694','573','425','301','111','36','8','8','0 to 105','39','316','2089','6','2411','0','0','14','1934','1','254','9','416','1994','0','1','2410','412','4','0','0','95','321','0','416','4','6','67','87','76','83','66','19','7','1','0','0 to 85','40','272','113','16','15','18','296','102','21','0','8','0','0','7','416','321','95','416','0','0','2808','0','3224','2808','416','7','08/22/2020','Rest of Florida'
'Hamilton','FL','2334','35','61','226','591','458','364','274','194','80','48','3','0 to 118','40','634','1683','17','2326','8','0','71','1912','9','654','14','666','1667','0','1','2325','556','105','4','1','247','414','0','661','24','44','99','142','111','102','82','41','14','7','0','0 to 90','38','299','307','47','8','96','411','154','82','1','25','0','0','4','666','417','249','661','5','0','4469','3','5140','4472','666','4','08/22/2020','Rest of Florida'
'Bay','FL','8163','102','132','965','1336','1260','1392','1320','865','477','244','70','0 to 119','47','4207','3860','96','8063','100','0','1123','4836','28','4273','176','5120','3028','0','15','8048','4902','138','78','2','2447','2537','56','5040','62','99','771','981','863','874','721','437','219','74','19','0 to 99','42','2806','516','661','1057','369','3208','1463','597','16','269','6','5','71','5120','2585','2479','5040','80','0','24242','30','29448','24272','5120','71','08/22/2020','Rest of Florida'
'Columbia','FL','6241','135','198','502','923','988','953','1098','799','400','234','11','0 to 119','49','2743','3436','62','6214','27','0','767','2979','63','3191','27','3178','3059','0','4','6210','2882','282','11','3','963','2199','2','3164','57','108','297','580','611','552','484','292','142','53','2','0 to 102','43','1637','764','134','629','181','2247','736','80','1','170','2','0','31','3178','2207','968','3164','14','0','11455','13','14701','11468','3178','31','08/22/2020','Rest of Florida'
'Baker','FL','2085','46','49','231','401','399','346','312','166','96','37','2','0 to 99','42','850','1203','32','2027','58','0','169','1473','16','607','18','1111','945','0','29','1998','992','119','0','0','291','820','0','1111','5','17','115','258','259','192','159','63','33','10','0','1 to 97','40','475','144','45','447','14','575','522','71','0','43','0','0','4','1111','820','291','1111','0','0','5328','57','6521','5385','1111','4','08/22/2020','Rest of Florida'
'Holmes','FL','1427','28','50','150','209','215','244','214','199','87','30','1','0 to 119','48','717','696','14','1407','20','0','42','825','5','508','66','581','843','0','3','1404','497','73','8','3','228','341','1','570','13','21','82','113','108','100','65','51','20','8','0','0 to 96','39','415','81','40','34','27','463','80','42','0','20','0','0','4','581','345','235','570','11','0','3891','9','4488','3900','581','4','08/22/2020','Rest of Florida'
'Martin','FL','10429','209','363','1009','1212','1298','1384','1698','1575','1143','515','23','0 to 100','53','5254','4788','387','10320','109','0','919','6996','82','3570','118','4067','6310','1','51','10269','4018','20','29','0','1968','2049','21','4038','106','224','644','674','649','620','463','277','238','169','3','0 to 100','40','1864','243','1073','858','1819','1561','658','624','4','363','3','1','112','4067','2066','1980','4038','29','0','23265','77','27449','23342','4067','112','08/22/2020','Rest of Florida'
'Hillsborough','FL','85510','2007','3114','9918','14626','12989','13176','12707','9155','4895','2314','609','0 to 119','44','47580','37365','565','85020','490','0','4529','71181','458','11961','518','35574','49699','23','214','84783','34823','601','145','5','18794','16343','287','35424','773','1644','5883','7442','5764','5380','4044','2216','1239','693','496','0 to 119','37','12132','4627','4908','13757','8900','10547','15977','2880','22','1588','14','5','519','35574','16409','18873','35424','150','0','229093','349','265545','229442','35574','519','08/22/2020','Tampa Bay Region'
'Manatee','FL','24339','480','952','2375','2990','3012','3302','3980','3885','2356','893','114','0 to 119','52','13460','10497','382','23995','344','0','2673','18760','177','6240','95','10123','14198','3','15','23977','9930','84','109','0','5226','4631','157','10014','237','656','1618','1760','1630','1480','1235','777','476','243','11','0 to 101','39','4663','970','1461','2920','2637','3726','3651','623','8','705','7','2','248','10123','4684','5278','10014','109','0','81535','266','91999','81801','10123','248','08/22/2020','Rest of Florida'
'Clay','FL','11902','183','413','1260','1473','1750','1985','1939','1578','918','378','25','0 to 101','49','6707','5026','169','11872','30','0','971','8478','130','2468','152','3650','8229','1','22','11849','3507','131','12','0','1983','1638','17','3638','38','135','579','527','585','634','497','328','215','111','1','0 to 100','44','1954','625','327','732','365','2457','816','593','1','267','1','0','70','3650','1644','1989','3638','12','0','33850','18','37538','33868','3650','70','08/22/2020','Rest of Florida'
'Hardee','FL','2156','73','196','344','394','291','305','255','180','86','32','0','0 to 95','37','1098','1031','27','2147','9','0','86','809','2','1342','24','1050','1101','1','4','2142','753','290','6','1','490','548','5','1043','26','93','183','207','159','160','113','70','31','8','0','0 to 93','35','760','91','127','65','645','323','75','143','3','110','4','1','8','1050','553','492','1043','7','0','5607','2','6668','5609','1050','8','08/22/2020','Rest of Florida'
