'OBJECTID', 'OBJECTID_12_13', 'DEPCODE', 'COUNTY', 'COUNTYNAME', 'County', 'State', 'PUIsTotal*', 'PUIAge_0_4*', 'PUIAge_5_14*', 'PUIAge_15_24*', 'PUIAge_25_34*', 'PUIAge_35_44*', 'PUIAge_45_54*', 'PUIAge_55_64*', 'PUIAge_65_74*', 'PUIAge_75_84*', 'PUIAge_85plus*', 'PUIAge_Unkn*', 'PUIAgeRange*', 'PUIAgeMedian*', 'PUIFemale*', 'PUIMale*', 'PUISexUnkn*', 'PUIFLRes*', 'PUINotFLRes*', 'PUIFLResOut*', 'PUIContNo*', 'PUIContUnkn*', 'PUIAgeAvrg*', 'PUITravelNo*', 'PUITravelYes*', 'PUI_TPositive*', 'PUI_TNegative*', 'PUI_TInconc*', 'PUI_TPending*', 'T_Total_Res', 'T_LabPrivate_Res', 'T_LabDOH_Res', 'T_LabPrivate_NonRes', 'T_LabDOH_NonRes', 'C_Female', 'C_Male', 'C_SexUnkn', 'C_AllResTypes', 'C_Age_0_4', 'C_Age_5_14', 'C_Age_15_24', 'C_Age_25_34', 'C_Age_35_44', 'C_Age_45_54', 'C_Age_55_64', 'C_Age_65_74', 'C_Age_75_84', 'C_Age_85plus', 'C_Age_Unkn', 'C_AgeRange', 'C_AgeMedian', 'C_RaceWhite', 'C_RaceBlack', 'C_RaceOther', 'C_RaceUnknown', 'C_HispanicYES', 'C_HispanicNO', 'C_HispanicUnk', 'C_EDYes_Res', 'C_EDYes_NonRes', 'C_HospYes_Res', 'C_HospYes_NonRes', 'C_NonResDeaths', 'C_FLResDeaths', 'CasesAll', 'C_Men', 'C_Women', 'C_FLRes', 'C_NotFLRes', 'C_FLResOut', 'T_NegRes', 'T_NegNotFLRes', 'T_total', 'T_negative', 'T_positive', 'Deaths', 'PUI_EverMon*', 'PUI_MonNow*', 'Shape__Area', 'Shape__Length', 'MedianAge', 'Date'
"40","40","4","007","BRADFORD","Bradford","FL","1555","23","32","132","201","185","233","299","192","149","103","6","0 to 118","53","970","562","23","1553","2","0","45","1401","34","216","2","130","1424","0","1","1552","77","53","0","0","83","47","0","130","1","7","15","16","24","21","12","8","15","11","0","1 to 107","46","89","34","4","3","6","119","5","23","0","15","0","0","2","130","47","83","130","0","0","2963","2","3098","2965","130","2","301","269","776744615.959412","167178.838252791","46","07/11/2020"
"41","41","65","129","WAKULLA","Wakulla","FL","1377","20","36","123","156","188","226","256","221","111","39","1","0 to 102","52","780","586","11","1372","5","0","29","1211","13","246","8","122","1255","0","0","1372","95","24","2","1","70","49","0","119","1","2","33","22","21","19","13","7","3","1","0","3 to 86","36","74","25","6","14","6","99","14","20","0","8","0","0","1","122","50","72","119","3","0","2699","2","2826","2701","122","1","268","193","1579533632.64177","279225.038340218","36","07/11/2020"
"42","42","5","009","BREVARD","Brevard","FL","22122","287","416","1642","2434","2487","3093","4721","4113","2177","604","148","0 to 119","56","12410","9608","104","22099","23","0","718","20389","107","2238","123","3242","18872","0","8","22091","3143","77","14","3","1637","1574","9","3220","38","82","665","676","491","463","406","227","113","75","1","0 to 99","37","1733","213","230","1044","496","1635","1089","382","4","186","3","0","28","3237","1581","1647","3220","17","0","55145","6","58432","55151","3237","28","1134","1076","2687643838.87906","793218.333609179","37","07/11/2020"
"43","43","53","105","POLK","Polk","FL","24230","575","741","2269","3526","3428","3500","3629","3315","2045","868","334","0 to 119","49","13585","10444","201","24125","105","0","850","20900","231","3097","166","6985","17219","1","25","24099","6293","664","21","5","3587","3342","28","6957","127","274","1069","1411","1271","1019","775","528","319","189","1","0 to 103","39","3164","1091","592","2110","1668","2711","2578","926","10","565","5","1","138","6983","3353","3602","6957","26","0","53936","78","61057","54014","6983","138","2342","1771","5206715917.89822","388118.956177661","39","07/11/2020"
"44","44","49","097","OSCEOLA","Osceola","FL","16496","231","498","1453","2602","2493","2711","2615","1913","952","338","690","0 to 155","47","9058","7341","97","16402","94","0","1081","13825","390","1966","225","3861","12571","2","62","16339","3753","42","64","2","1915","1852","28","3795","62","143","593","930","673","642","420","231","133","32","2","0 to 102","37","1279","216","1140","1160","1602","684","1509","448","9","218","7","2","31","3861","1899","1933","3795","66","0","30325","27","34277","30352","3861","31","1724","1212","3899316052.50861","350452.549474464","37","07/11/2020"
"45","45","28","055","HIGHLANDS","Highlands","FL","4138","75","71","224","447","386","492","655","753","655","360","20","0 to 119","61","2485","1616","37","4072","66","0","101","3653","47","440","33","517","3615","1","5","4066","461","53","3","0","274","239","1","514","14","14","60","77","70","80","91","56","49","6","0","0 to 95","48","280","95","80","59","166","277","71","116","2","81","1","0","13","517","242","274","514","3","0","10240","63","10839","10303","517","13","669","555","2866885704.30579","296636.719911829","48","07/11/2020"
"46","46","36","071","LEE","Lee","FL","32420","427","632","2865","4235","4183","4610","5221","5203","3421","1559","64","0 to 119","53","18359","13813","248","31393","1026","1","1061","27804","613","4182","196","8856","23544","2","18","31374","8389","304","149","6","4532","4089","72","8693","156","291","1378","1661","1393","1337","1073","724","475","351","9","0 to 101","41","4331","1021","260","3081","2408","3056","3229","1263","17","706","15","4","186","8848","4173","4599","8692","155","1","60608","871","70350","61479","8848","186","3197","1593","2112333669.17714","583283.842331616","41","07/11/2020"
"47","47","11","021","COLLIER","Collier","FL","19459","493","778","2067","2377","2506","2590","2795","2894","2194","727","38","0 to 105","50","10368","8965","126","19091","368","0","670","15283","356","3940","178","5975","13345","3","136","18952","5534","345","73","16","2931","2920","28","5879","173","320","1085","995","1007","884","703","403","280","118","0","0 to 101","38","2761","287","427","2404","2472","1193","2214","657","21","436","11","6","94","5968","2973","2967","5879","89","0","35177","279","41458","35456","5968","94","4446","3461","5197102107.68439","580181.883282756","38","07/11/2020"
"48","48","13","025","DADE","Dade","FL","196780","2305","3722","17330","32895","31803","35602","32387","21361","11967","6728","680","0 to 225","47","102170","93420","1190","195182","1597","1","4889","175978","2785","21616","1045","60876","135626","97","181","194906","59226","1003","630","9","30135","29974","120","60229","743","1546","7353","11788","10240","10877","8499","5045","2855","1846","76","0 to 108","43","23855","6886","2169","27319","24624","8527","27078","7965","53","4377","31","15","1132","60868","30302","30423","60228","639","1","343796","953","406261","344749","60868","1132","6849","6109","5114451079.58835","540836.793924443","43","07/11/2020"
"49","49","44","087","MONROE","Monroe","FL","4275","48","83","296","560","590","725","893","659","310","109","2","0 to 101","52","2212","2044","19","4187","88","0","1337","2265","83","918","139","544","3694","0","37","4153","503","23","14","4","235","285","6","526","12","20","53","100","86","92","71","65","31","13","1","0 to 100","44","287","17","9","213","131","179","216","78","4","29","3","0","6","544","296","242","526","18","0","6979","66","7590","7045","544","6","1129","852","2629619857.16548","1399292.97354894","44","07/11/2020"
"50","50","57","113","SANTA ROSA","Santa Rosa","FL","7960","253","310","861","1084","1090","1190","1255","1086","573","248","10","0 to 119","48","4384","3537","39","7890","70","0","226","6865","99","847","114","1142","6817","0","1","7889","1075","58","9","0","552","571","10","1133","17","29","328","205","138","172","120","70","41","22","0","0 to 99","34","842","81","29","181","35","878","220","64","0","67","1","0","11","1142","574","558","1133","9","0","14452","61","15662","14513","1142","11","1975","1430","2596863920.94926","364280.718031263","34","07/11/2020"
"51","51","66","131","WALTON","Walton","FL","2130","54","56","222","270","302","310","348","264","168","133","3","0 to 101","49","1139","950","41","2026","104","0","78","1788","15","541","71","538","1592","0","0","2026","461","24","50","3","224","260","1","485","6","17","113","92","96","69","81","34","24","6","0","0 to 101","39","405","35","9","36","110","343","32","60","9","34","2","0","9","538","284","253","485","53","0","4149","51","4741","4200","538","9","274","219","2708101782.46999","370154.781284707","39","07/11/2020"
"52","52","32","063","JACKSON","Jackson","FL","3353","37","48","293","567","571","588","518","334","245","146","6","0 to 105","47","1514","1751","88","3329","24","0","22","2651","19","550","37","584","2766","1","2","3326","531","40","9","1","182","387","2","571","6","10","64","115","119","118","87","38","17","7","0","0 to 100","43","232","179","29","131","33","321","217","84","2","57","0","0","2","581","392","187","571","10","0","5578","14","6184","5592","581","2","779","578","2452499072.79567","223828.324060307","43","07/11/2020"
"53","53","67","133","WASHINGTON","Washington","FL","988","14","21","64","110","123","160","209","134","98","55","0","0 to 119","55","578","388","22","980","8","0","41","754","9","205","15","152","833","0","3","977","118","29","4","0","75","71","1","147","1","4","9","22","16","23","30","23","16","7","0","3 to 99","55","89","36","6","16","2","125","20","20","0","23","0","0","13","151","73","77","147","4","0","1979","4","2135","1983","151","13","262","204","1594396648.51196","243766.072259733","55","07/11/2020"
"54","54","45","089","NASSAU","Nassau","FL","3729","53","68","336","408","454","521","686","630","392","177","4","0 to 103","55","2016","1534","179","3606","123","0","121","3258","28","327","57","486","3232","0","11","3596","437","24","19","2","229","231","1","461","6","11","108","82","84","71","59","38","14","9","0","0 to 93","39","283","55","23","100","30","319","112","64","1","28","0","0","2","482","239","242","461","21","0","8770","101","9361","8871","482","2","610","604","1641620662.32831","388721.737801268","39","07/11/2020"
"55","55","22","043","GLADES","Glades","FL","374","7","15","50","80","78","45","34","32","26","6","1","1 to 90","39","182","191","1","374","0","0","38","193","3","194","0","200","174","0","0","374","198","2","0","0","81","119","0","200","4","4","33","57","53","27","14","5","2","1","0","1 to 89","35","152","29","11","8","119","70","11","27","0","19","0","0","1","200","119","81","200","0","0","558","0","759","558","200","1","185","126","2551976411.00452","236757.936928168","35","07/11/2020"
"56","56","8","015","CHARLOTTE","Charlotte","FL","6012","69","60","318","520","586","840","1145","1125","776","564","9","0 to 119","60","3487","2453","72","5992","20","0","303","5151","62","886","30","1075","4928","1","8","5983","895","175","3","1","571","485","14","1070","12","16","97","118","97","142","190","155","122","122","3","0 to 101","58","805","74","26","165","73","806","191","150","1","167","1","0","78","1074","486","573","1070","4","0","14046","16","15144","14062","1074","78","151","132","1825525431.11919","398247.923422686","58","07/11/2020"
"57","57","58","115","SARASOTA","Sarasota","FL","15147","182","246","1024","1558","1516","1923","2673","2923","2060","999","43","0 to 119","59","8428","6548","171","14892","255","0","633","13666","190","1777","106","2646","12480","1","20","14872","2535","68","32","6","1329","1252","22","2603","31","76","405","474","385","358","318","245","199","148","2","0 to 104","43","1328","144","200","931","298","1184","1121","282","17","248","11","2","100","2641","1274","1345","2603","38","0","41419","216","44284","41635","2641","100","819","713","1509311882.53409","264158.506465067","43","07/11/2020"
"58","58","14","027","DESOTO","Desoto","FL","2946","83","155","284","423","431","502","531","302","160","71","4","0 to 102","47","1241","1578","127","2936","10","0","113","2019","48","813","14","830","2109","0","7","2929","702","128","0","0","382","445","3","830","30","81","121","169","144","116","99","50","11","9","0","0 to 92","35","599","90","32","109","501","208","121","137","0","80","0","0","11","830","445","382","830","0","0","4975","10","5822","4985","830","11","1007","872","1654926851.96404","168390.780925558","35","07/11/2020"
"59","59","18","035","FLAGLER","Flagler","FL","4230","57","49","244","435","491","602","818","810","501","217","6","0 to 119","57","2464","1705","61","4191","39","0","169","3739","37","382","49","473","3754","0","3","4188","398","66","9","0","259","197","8","464","6","11","59","79","50","73","83","72","32","8","0","1 to 94","49","279","62","86","37","63","344","57","72","4","43","2","1","5","473","202","263","464","9","0","9337","30","9849","9367","473","5","520","485","1294754947.55994","220559.838719988","49","07/11/2020"
"60","60","26","051","HENDRY","Hendry","FL","3008","104","147","412","559","487","435","374","225","149","109","7","0 to 104","40","1477","1513","18","3006","2","0","272","1738","32","1126","7","1165","1842","0","1","3005","1118","45","0","0","486","669","8","1163","33","59","183","264","220","180","106","62","35","21","0","0 to 101","36","935","119","37","72","820","289","54","194","0","104","0","0","28","1163","669","486","1163","0","0","4851","2","6025","4853","1163","28","1681","1254","3080878042.06929","290231.154940413","36","07/11/2020"
"61","61","31","061","INDIAN RIVER","Indian River","FL","6623","92","140","569","674","659","812","1023","1150","842","646","16","0 to 119","58","3990","2598","35","6551","72","0","266","5288","77","1238","76","1159","5434","0","30","6523","1131","15","10","2","590","547","9","1146","23","64","222","195","163","155","111","94","77","53","1","0 to 99","38","484","86","110","466","234","394","518","156","6","85","3","0","20","1158","555","594","1146","12","0","16717","58","17941","16775","1158","20","1603","1117","1319798862.49319","234087.653130679","38","07/11/2020"
"62","62","6","011","BROWARD","Broward","FL","117696","2315","3160","9856","18346","18411","20134","20649","13724","7221","3670","210","0 to 119","48","63427","52734","1535","116071","1625","0","4566","96793","2336","21404","1125","28255","89369","19","53","116002","26161","1726","339","27","14135","13626","126","27887","513","1144","4085","5795","4982","4588","3745","1866","1016","505","14","0 to 119","39","11296","7794","2005","6792","9419","12064","6404","4706","79","2505","62","23","455","28253","13866","14261","27887","366","0","230335","1249","260002","231584","28253","455","14003","13634","3142374056.01305","291881.846057183","39","07/11/2020"
"63","63","17","033","ESCAMBIA","Escambia","FL","20372","481","539","2014","2874","2425","2719","3590","2977","1719","985","49","0 to 119","51","12144","8172","56","17279","3093","0","465","18758","183","1603","106","3662","16695","2","13","17264","3055","78","529","0","1717","1406","10","3133","42","106","733","728","499","438","433","296","239","148","0","0 to 105","37","1466","898","105","664","115","2140","878","328","2","175","1","3","53","3662","1626","2026","3133","529","0","35332","2564","41571","37896","3662","53","983","903","1767890300.40206","439974.169549806","37","07/11/2020"
"64","64","47","093","OKEECHOBEE","Okeechobee","FL","2023","38","84","298","268","235","251","305","202","186","144","12","0 to 119","48","1160","841","22","2011","12","0","140","1485","2","434","15","518","1504","0","1","2010","469","45","4","0","259","253","2","514","14","43","106","88","84","63","72","22","14","11","1","0 to 94","35","337","54","64","59","245","192","77","59","0","47","2","0","2","518","255","261","514","4","0","3930","8","4459","3938","518","2","614","533","2307690905.70045","272539.677334045","35","07/11/2020"
"65","65","19","037","FRANKLIN","Franklin","FL","530","5","8","29","40","43","60","124","131","74","16","0","0 to 95","62","306","222","2","526","4","0","10","471","0","39","11","31","498","0","1","525","27","3","1","0","20","10","0","30","0","1","2","5","3","4","7","5","3","1","0","9 to 85","57","21","5","0","4","1","26","3","4","0","0","0","0","0","31","10","21","30","1","0","1507","3","1541","1510","31","0","82","81","1445840682.56789","446544.245992026","57","07/11/2020"
"66","66","1","001","ALACHUA","Alachua","FL","16833","224","248","2203","3183","2397","2360","2668","1957","938","588","67","0 to 119","45","9634","7051","148","16543","290","0","348","16022","61","853","77","2043","14784","6","0","16537","1926","77","29","11","1019","978","6","2003","14","47","695","486","216","219","170","123","45","26","2","0 to 103","29","682","429","288","604","301","1048","654","192","7","102","5","0","12","2043","1001","1036","2003","40","0","47413","249","49717","47662","2043","12","172","150","2510756491.26947","272135.471452184","29","07/11/2020"
"67","67","55","109","ST. JOHNS","St. Johns","FL","11675","170","297","1167","1318","1687","1928","2014","1736","925","415","18","0 to 119","51","6355","5122","198","11632","43","0","452","10063","208","1164","200","1790","9815","11","59","11563","1615","149","20","4","886","849","29","1764","23","44","447","285","237","282","253","126","65","25","1","0 to 98","38","988","87","76","613","103","973","688","157","4","98","5","0","12","1788","861","898","1764","24","0","24672","18","26506","24690","1788","12","1554","1514","1658206648.51031","344848.248220385","38","07/11/2020"
"68","999","999","999","Unknown","Unknown","FL","1529","1","6","102","197","205","216","191","140","210","258","3","3 to 119","56","993","519","17","182","1347","0","4","1504","0","26","16","279","1249","1","0","181","57","0","219","3","17","31","9","57","1","5","46","75","51","51","27","10","6","6","1","12 to 90","32","19","4","0","34","26","1","30","0","3","0","2","1","0","279","152","117","57","222","0","1969","1112","3373","3081","279","0","39","37","426757389.663452","73231.2921286601","32","07/11/2020"
"1","1","21","041","GILCHRIST","Gilchrist","FL","821","18","23","96","106","117","126","122","104","73","36","0","0 to 118","49","455","357","9","821","0","0","20","682","2","178","3","135","686","0","0","821","114","21","0","0","40","95","0","135","5","6","22","22","23","24","20","8","5","0","0","0 to 83","39","96","14","15","10","29","91","15","8","0","1","0","0","0","135","95","40","135","0","0","2508","0","2648","2508","135","0","247","230","920490830.042053","148547.348006441","39","07/12/2020"
"2","2","54","107","PUTNAM","Putnam","FL","3934","83","159","421","590","501","600","636","455","312","164","13","0 to 118","48","2382","1487","65","3926","8","0","120","3494","133","583","22","738","3193","1","2","3923","409","329","0","0","364","344","30","738","14","67","133","136","111","97","79","52","33","14","2","0 to 100","36","345","220","60","113","119","489","130","107","0","52","0","0","7","738","344","364","738","0","0","7786","8","8537","7794","738","7","231","162","2142439482.67719","232574.925675008","36","07/12/2020"
"3","3","62","123","TAYLOR","Taylor","FL","988","33","20","102","153","133","126","173","145","75","24","4","0 to 118","48","554","403","31","980","8","0","20","780","3","233","28","136","851","1","0","979","109","25","2","0","68","65","1","134","0","2","30","39","23","12","17","5","8","0","0","6 to 84","33","69","33","20","12","26","93","15","28","0","10","0","0","1","136","65","70","134","2","0","1602","6","1747","1608","136","1","327","226","2685252568.13834","267348.178950349","33","07/12/2020"
"4","4","46","091","OKALOOSA","Okaloosa","FL","7969","216","181","738","1226","1140","1039","1162","883","757","585","42","0 to 119","49","4726","3142","101","7820","148","1","248","6847","137","752","95","1287","6653","0","29","7792","1134","134","12","5","660","570","38","1268","16","42","235","272","198","163","145","102","67","43","2","0 to 103","38","712","104","91","361","228","612","428","130","3","73","1","0","10","1285","578","669","1267","17","1","16709","131","18144","16840","1285","10","1444","1013","2369222670.29688","330553.160278386","38","07/12/2020"
"5","5","7","013","CALHOUN","Calhoun","FL","666","8","9","56","70","94","94","118","94","81","42","0","0 to 99","55","398","255","13","666","0","0","12","480","4","133","7","174","491","0","1","665","158","16","0","0","112","62","0","174","1","3","19","21","15","17","26","18","30","24","0","1 to 99","60","122","21","9","22","10","130","34","21","0","14","0","0","7","174","62","112","174","0","0","1082","0","1261","1082","174","7","284","222","1487626835.10838","192207.890331272","60","07/12/2020"
"6","6","50","099","PALM BEACH","Palm Beach","FL","81172","1300","2024","6941","10664","10247","11471","13285","11428","7922","4280","1610","0 to 119","52","44050","36808","314","80322","848","2","3879","69516","465","12648","437","21027","59779","181","185","79961","20630","181","201","6","10421","10327","63","20811","362","759","3060","3985","3470","3082","2640","1601","1137","909","13","0 to 105","41","7858","3327","2913","6713","6120","7595","7096","2825","42","2046","27","14","606","21018","10438","10514","20809","207","2","162104","636","184077","162740","21018","606","6276","6011","5710098601.29486","464192.459734082","41","07/12/2020"
"7","7","56","111","ST. LUCIE","St. Lucie","FL","12579","235","300","1005","1623","1637","1962","2100","1864","1197","619","37","0 to 119","52","7237","5054","288","12429","150","0","703","10130","188","2299","92","2862","9492","7","218","12204","2747","98","17","0","1528","1285","32","2845","52","107","405","515","459","483","355","250","140","90","6","0 to 104","42","964","478","265","1138","568","982","1295","306","1","243","2","1","62","2862","1294","1536","2845","17","0","25235","129","28248","25364","2862","62","1912","1897","1499679486.67142","252832.323289834","42","07/12/2020"
"8","8","51","101","PASCO","Pasco","FL","17278","339","442","1641","2319","2408","2727","2862","2440","1457","613","30","0 to 119","50","9795","7392","91","17193","85","0","721","14471","223","2531","150","3881","13350","2","45","17146","3778","77","19","1","1921","1897","37","3855","67","112","672","760","632","600","461","332","169","69","1","0 to 99","39","2070","246","353","1186","643","1824","1388","440","8","259","4","1","28","3875","1906","1932","3855","20","0","42211","65","46180","42276","3875","28","3049","2497","1975344274.45807","225211.500752162","39","07/12/2020"
"9","9","20","039","GADSDEN","Gadsden","FL","3206","59","119","262","536","544","558","489","400","153","83","3","0 to 119","46","2181","1013","12","3188","17","1","52","2804","46","478","20","588","2616","1","1","3187","571","13","4","0","380","203","1","584","10","32","66","112","121","104","61","44","25","12","1","0 to 98","40","191","234","30","129","85","341","158","108","0","74","0","0","8","588","203","384","583","4","1","6446","13","7062","6459","588","8","525","330","1367889846.39806","205127.330650714","40","07/12/2020"
"10","10","37","073","LEON","Leon","FL","14776","209","382","2351","2477","2095","2125","2259","1786","700","350","42","0 to 119","44","7678","6949","149","14521","254","1","296","13516","201","1082","109","2349","12414","2","11","14509","2270","26","49","3","1199","1068","29","2296","18","89","992","459","251","200","193","93","32","11","10","0 to 105","25","620","637","83","956","134","962","1200","144","11","65","10","7","8","2348","1094","1225","2295","52","1","36522","200","39149","36722","2348","8","1108","690","1817477697.41779","246081.909627491","25","07/12/2020"
"11","11","33","065","JEFFERSON","Jefferson","FL","630","14","15","35","60","84","90","124","121","67","19","1","0 to 101","56","373","253","4","624","6","0","11","498","41","121","8","81","549","0","0","624","50","28","3","0","43","35","0","78","2","2","11","15","10","10","12","7","6","6","0","0 to 95","48","38","30","8","2","9","64","5","15","2","10","0","0","4","81","38","43","78","3","0","1415","2","1499","1417","81","4","117","79","1581350101.5302","228391.565390175","48","07/12/2020"
"12","12","40","079","MADISON","Madison","FL","1355","69","62","137","159","173","187","200","194","113","55","6","0 to 99","49","861","489","5","1329","26","0","42","934","53","477","26","335","1018","0","2","1327","186","143","6","0","207","122","0","329","23","19","43","43","50","52","55","24","9","17","0","0 to 98","42","71","226","20","12","20","265","44","63","0","14","0","1","4","335","124","211","329","6","0","2306","20","2666","2326","335","4","490","390","1853116752.08771","219176.19751538","42","07/12/2020"
"13","13","39","077","LIBERTY","Liberty","FL","2279","5","10","174","697","565","408","278","96","30","7","9","0 to 105","38","203","2069","7","2279","0","0","2","2005","1","130","3","275","2004","0","0","2279","270","4","0","0","24","250","0","274","2","4","28","65","58","64","43","7","1","1","1","0 to 85","40","159","101","5","9","8","178","88","10","0","5","0","0","1","274","250","24","274","0","0","2304","0","2580","2304","274","1","145","120","2183538740.41838","308797.501184753","40","07/12/2020"
"14","14","24","047","HAMILTON","Hamilton","FL","2112","26","42","187","556","426","333","251","173","72","42","4","0 to 118","40","521","1569","22","2106","6","0","47","1895","9","427","6","425","1686","0","1","2105","412","10","2","1","128","294","0","422","15","25","57","106","76","69","55","16","6","0","0","0 to 84","36","164","220","35","3","68","207","147","60","1","16","0","0","2","425","296","129","422","3","0","2800","3","3229","2803","425","2","40","38","1344926537.82205","232510.619937192","36","07/12/2020"
"15","15","3","005","BAY","Bay","FL","4207","49","53","386","610","607","692","737","508","314","195","56","0 to 119","50","2341","1813","53","4149","58","0","250","3563","28","845","87","1196","3009","0","2","4147","1044","110","37","2","620","532","2","1154","16","22","204","263","211","201","142","82","38","13","1","0 to 95","38","685","143","59","267","159","681","314","149","7","52","2","3","8","1193","556","635","1154","39","0","9825","22","11064","9847","1193","8","135","127","1930770661.49939","558412.990825665","38","07/12/2020"
"16","16","12","023","COLUMBIA","Columbia","FL","3663","100","114","269","450","457","485","701","573","300","205","9","0 to 119","54","2064","1509","90","3645","18","0","301","3064","63","540","16","475","3185","0","3","3642","427","43","5","0","229","240","1","470","19","24","56","86","66","70","72","46","26","10","0","0 to 97","43","221","158","58","33","62","371","37","14","0","60","0","0","4","475","244","230","470","5","0","6800","13","7293","6813","475","4","37","35","2068684690.43686","276060.430857214","43","07/12/2020"
"17","17","2","003","BAKER","Baker","FL","1037","34","20","125","154","147","167","168","113","75","32","2","0 to 99","47","562","421","54","977","60","0","65","871","16","195","5","162","868","0","7","970","105","57","0","0","73","85","4","162","2","4","27","24","26","22","27","13","14","3","0","1 to 97","44","105","32","7","18","3","127","32","29","0","20","0","0","4","162","85","73","162","0","0","2871","59","3092","2930","162","4","203","202","1520245937.66486","183737.354704368","44","07/12/2020"
"18","18","30","059","HOLMES","Holmes","FL","983","16","17","81","149","139","160","168","160","67","25","1","0 to 119","51","472","496","15","969","14","0","12","762","5","227","10","227","755","0","1","968","195","27","3","2","41","181","0","222","2","1","25","64","54","38","19","15","5","4","0","1 to 93","38","129","71","9","13","16","171","35","9","0","7","0","0","1","227","182","45","222","5","0","2536","9","2778","2545","227","1","162","156","1251550190.83949","175658.620344926","38","07/12/2020"
"19","19","43","085","MARTIN","Martin","FL","8915","191","278","768","1012","1102","1173","1487","1462","1008","411","23","0 to 100","54","4413","4072","430","8817","98","0","629","6629","82","2303","85","2735","6140","1","39","8778","2701","15","18","0","1258","1444","14","2716","92","162","436","493","483","437","280","172","113","63","3","0 to 99","38","984","137","846","749","1456","706","554","417","3","235","2","1","42","2734","1454","1266","2716","18","0","17099","78","19935","17177","2734","42","1208","1197","1686613017.08661","308980.48751506","38","07/12/2020"
"20","20","29","057","HILLSBOROUGH","Hillsborough","FL","68983","1634","2156","7525","11706","10151","10484","10654","8001","4273","1967","432","0 to 119","46","38736","29786","461","68536","447","0","1394","62679","458","5019","343","19154","49657","22","150","68364","18675","372","100","3","9994","8876","177","19047","392","758","3570","4554","2987","2695","1976","1019","564","315","320","0 to 104","35","5752","2308","2115","8872","3894","5127","10026","1390","12","808","9","3","188","19150","8924","10049","19047","103","0","145703","342","165372","146045","19150","188","4922","4575","2746844886.16013","358788.307034344","35","07/12/2020"
"21","21","41","081","MANATEE","Manatee","FL","19283","337","567","1586","2154","2217","2552","3365","3477","2124","801","103","0 to 119","55","10808","8173","302","18998","285","0","1121","16836","177","2506","53","5112","14165","4","2","18992","4999","64","49","0","2618","2413","32","5063","98","297","838","927","840","741","616","371","240","144","0","0 to 101","39","2048","403","403","2209","1185","1459","2419","266","5","356","3","2","138","5112","2433","2644","5063","49","0","50274","234","55651","50508","5112","138","442","344","1945653927.12581","371198.171414394","39","07/12/2020"
"22","22","10","019","CLAY","Clay","FL","9388","162","256","820","1160","1325","1543","1609","1386","784","320","23","0 to 101","51","5357","3912","119","9366","22","0","318","8323","130","949","70","1508","7869","1","10","9355","1414","90","4","0","809","691","4","1504","13","47","216","258","231","258","206","152","77","48","2","0 to 100","44","667","261","112","464","132","863","509","214","0","123","0","0","36","1508","693","811","1504","4","0","21102","18","22641","21120","1508","36","881","848","1667659896.51059","183856.484298748","44","07/12/2020"
"23","23","25","049","HARDEE","Hardee","FL","1472","58","126","221","270","189","182","177","147","75","27","0","0 to 94","38","794","651","27","1464","8","0","71","675","2","697","14","602","870","0","0","1464","419","177","5","1","305","285","6","596","21","63","108","129","90","73","48","45","20","5","0","0 to 86","32","446","66","55","29","413","156","27","92","3","51","3","1","4","602","289","307","596","6","0","2648","2","3253","2650","602","4","1063","962","1653184151.65315","165534.73009074","32","07/12/2020"
"24","24","42","083","MARION","Marion","FL","16774","198","294","1225","2032","1989","2413","2787","3018","1990","799","29","0 to 168","55","10170","6554","50","16746","28","0","4469","10732","177","4099","179","1489","15090","0","195","16552","1445","38","5","1","774","701","8","1483","23","45","230","296","248","223","192","129","77","25","1","0 to 97","40","1017","222","105","139","275","1052","156","252","3","161","0","0","15","1489","702","779","1483","6","0","28500","20","30022","28520","1489","15","1168","1003","4305055841.62241","350920.190673371","40","07/12/2020"
"25","25","64","127","VOLUSIA","Volusia","FL","23344","219","405","1607","2649","2612","3360","4618","4211","2278","1093","292","0 to 119","56","13051","9660","633","23234","110","0","728","21091","230","2265","187","3807","19521","0","16","23218","3460","317","24","4","1997","1768","12","3777","43","119","627","732","531","558","509","369","180","129","8","0 to 102","41","1626","489","718","944","502","2017","1258","512","7","309","5","0","77","3805","1781","2012","3777","28","0","46014","81","49945","46095","3805","77","1763","1141","3125661534.15881","560414.737839251","41","07/12/2020"
"26","26","15","029","DIXIE","Dixie","FL","860","21","27","75","96","142","110","141","133","73","41","1","0 to 118","52","511","333","16","860","0","0","15","712","6","130","2","108","752","0","0","860","88","20","0","0","58","49","1","108","0","3","18","12","17","13","14","17","10","4","0","6 to 91","50","82","15","1","10","0","93","15","23","0","14","0","0","4","108","49","58","108","0","0","1531","0","1639","1531","108","4","203","148","1823798262.39212","235232.973119088","50","07/12/2020"
"27","27","35","069","LAKE","Lake","FL","17397","263","310","1195","1816","1803","2237","2766","2991","2087","691","1238","0 to 103","56","9154","7231","1012","17248","149","0","239","16253","222","881","106","2517","14832","0","48","17202","2467","23","27","0","1259","1200","31","2490","36","69","439","495","376","408","332","195","122","41","4","0 to 103","40","783","284","334","1089","334","924","1232","246","12","147","5","1","27","2517","1212","1273","2490","27","0","40538","120","43205","40658","2517","27","1036","744","2995995460.71371","331014.242454318","40","07/12/2020"
